"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,182,"PRT","Portugal","PORTUGAL","Portugal","Portugal","","Azores|Madeira","","Portugal ","Portugal ","<U+041F><U+043E><U+0440><U+0442><U+0443><U+0433><U+0430><U+043B><U+0438><U+044F>","<U+0627><U+0644><U+0628><U+0631><U+062A><U+063A><U+0627><U+0644>","<U+8461><U+8404><U+7259> ","","","Portugal","PT","","PO","620","Unknown","Present","10015505","92098.273","108.7480218005825","Southern Europe","Europe","2","","","1","","High income: OECD","Debt not classified","EMU","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
